codi_grup;arxiu;codi_arxiu;fons;codi_fons;tipus_unitat;cod_unitat;codi_referencia;unitat_installacio;nivell_descripcio;titol_unitat_documental;cronologia;data_inici;continu-discontinu;data_fi;sense_data;classificacio;codi_classificacio;procedencia;codi_procedencia;serie_cataleg;codi_serie_cataleg;expedient_inicial;expedient_final;descripcio;observacions;reportatge;volum;llogaret;municipi_longitud;municipi_latitud;llogaret_longitud;llogaret_latitud;impremta;diposit_legal;total_objectes_digitals;codi_reprografia;data_publicacio;data_descarrega;enllac_objecte_digital
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12808;ANC1-886-T-12808;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Alentorn Ríus, Lluisa a Magriñá Catalá, Leopoldo;05.08.1925 - 1937;05-08-1925;-;31-12-1937;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 24 unitats documentals = 24 expedients (136 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Alentorn Ríus, Lluisa a Magriñá Catalá, Leopoldo

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Alentorn Ríus, Lluisa a Magriñá Catalá, Leopoldo. Contiene fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2699,2/
Signatura retorn: Caixa 34, Capsa 205/";"Accés a les imatges: CDMH_PS_MAD_C2699_Exp002/
Unitat d'instal·lació provisional: 205 (1a transferència 2014)/.  .  .";;;;;;;;;;136;1012808.0001 - 1012808.0136;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12808
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12881;ANC1-886-T-12881;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Olivella Badell, Paula a Zander,Ernesto;1926 - 1937;01-01-1926;-;31-12-1937;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 27 unitats documentals = 27 expedients (177 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Olivella Badell, Paula a Zander,Ernesto

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Olivella Badell, Paula a Zander,Ernesto. Contienen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2699,4/
Signatura retorn: Caixa 34, Capsa 205/";"Accés a les imatges: CDMH_PS_MAD_C2699_Exp004/
Unitat d'instal·lació provisional: 205 (1a transferència 2014)/.  .  .";;;;;;;;;;177;1012881.0001 - 1012881.0177;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12881
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12820;ANC1-886-T-12820;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Arcos Pascual, Josepa a Ibáñez Ferrer, Silvestre;1927 - 1938;01-01-1927;-;31-12-1938;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 32 unitats documentals = 32 expedients (162 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Arcos Pascual, Josepa a Ibáñez Ferrer, Silvestre

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Arcos Pascual, Josepa a Ibáñez Ferrer, Silvestre. Contienen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2716,2/
Signatura retorn: Caixa 36, Capsa 216/";"Accés a les imatges: CDMH_PS_MAD_C2716_Exp002/
Unitat d'instal·lació provisional: 216 (1a transferència 2014)/.  .  .";;;;;;;;;;162;1012820.0001 - 1012820.0162;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12820
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12781;ANC1-886-T-12781;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Acebal Helguera, Manuel a Freixas Verges, Joan;1927 - 1938;01-01-1927;-;31-12-1938;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 30 unitats documentals = 30 expedients (212 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Acebal Helguera, Manuel a Freixas Verges, Joan

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Acebal Helguera, Manuel a Freixas Verges, Joan. Incluyen fotografías en carnés

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2659,1/
Signatura retorn: Caixa 29, Capsa 173/";"Accés a les imatges: CDMH_PS_MAD_C2659_Exp001/
Unitat d'instal·lació provisional: 173 (1a transferència 2014)/.  .  .";;;;;;;;;;212;1012781.0001 - 1012781.0212;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12781
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12800;ANC1-886-T-12800;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Alberola Estruen, Juan a Orus Giménez, Ramón;1927 - 1934;01-01-1927;-;31-12-1934;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 17 unitats documentals = 17 expedients (91 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Alberola Estruen, Juan a Orus Giménez, Ramón

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Alberola Estruen, Juan a Orus Giménez, Ramón. Incluyen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2653,2/
Signatura retorn: Caixa 28, Capsa 167/";"Accés a les imatges: CDMH_PS_MAD_C2653_Exp002/
Unitat d'instal·lació provisional: 167 (1a transferència 2014)/.  .  .";;;;;;;;;;91;1012800.0001 - 1012800.0091;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12800
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12805;ANC1-886-T-12805;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Alcázar Sosa, Neus a Mallofré Vilanova, Jesús;1927 - 1937;01-01-1927;-;31-12-1937;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 24 unitats documentals = 24 expedients (153 imatges)/

LLENGÜES: Català

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Alcázar Sosa, Neus a Mallofré Vilanova, Jesús

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Alcázar Sosa, Neus a Mallofré Vilanova, Jesús. Contienen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2712,2/
Signatura retorn: Caixa 35, Capsa 212/";"Accés a les imatges: CDMH_PS_MAD_C2712_Exp002/
Unitat d'instal·lació provisional: 212 (1a transferència 2014)/.  .  .";;;;;;;;;;153;1012805.0001 - 1012805.0153;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12805
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12915;ANC1-886-T-12915;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Sanahuja Tomás, José a Zumstein, Otto;1927 - 1934;01-01-1927;-;31-12-1934;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 24 unitats documentals = 24 expedients (150 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Sanahuja Tomás, José a Zumstein, Otto

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Sanahuja Tomás, José a Zumstein, Otto. Incluyen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2653,4/
Signatura retorn: Caixa 28, Capsa 167/";"Accés a les imatges: CDMH_PS_MAD_C2653_Exp004/
Unitat d'instal·lació provisional: 167 (1a transferència 2014)/.  .  .";;;;;;;;;;150;1012915.0001 - 1012915.0150;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12915
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12811;ANC1-886-T-12811;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Allué Escartín, José a Juvé Tubella, José;1927 - 1937;01-01-1927;-;31-12-1937;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 25 unitats documentals = 25 expedients (116 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Allué Escartín, José a Juvé Tubella, José

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Allué Escartín, José a Juvé Tubella, José. Contienen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2700,2/
Signatura retorn: Caixa 34, Capsa 206/";"Accés a les imatges: CDMH_PS_MAD_C2700_Exp002/
Unitat d'instal·lació provisional: 206 (1a transferència 2014)/.  .  .";;;;;;;;;;116;1012811.0001 - 1012811.0116;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12811
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12865;ANC1-886-T-12865;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Lladós Benas, Angels a Reyna i Shez-Tirado, Josep;1927 - 1938;01-01-1927;-;31-12-1938;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 30 unitats documentals = 30 expedients (136 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Lladós Benas, Angels a Reyna i Shez-Tirado, Josep

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Lladós Benas, Angels a Reyna i Shez-Tirado, Josep

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2716,3/
Signatura retorn: Caixa 36, Capsa 216/";"Accés a les imatges: CDMH_PS_MAD_C2716_Exp003/
Unitat d'instal·lació provisional: 216 (1a transferència 2014)/.  .  .";;;;;;;;;;136;1012865.0001 - 1012865.0136;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12865
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12894;ANC1-886-T-12894;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: París Gargallo, Ramón a Ruestes Rubio, Alberto;1927 - 1932;01-01-1927;-;31-12-1932;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 29 unitats documentals = 29 expedients (170 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de París Gargallo, Ramón a Ruestes Rubio, Alberto

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de París Gargallo, Ramón a Ruestes Rubio, Alberto. Incluyen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2653,3/
Signatura retorn: Caixa 28, Capsa 167/";"Accés a les imatges: CDMH_PS_MAD_C2653_Exp003/
Unitat d'instal·lació provisional: 167 (1a transferència 2014)/.  .  .";;;;;;;;;;170;1012894.0001 - 1012894.0170;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12894
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12909;ANC1-886-T-12909;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Ricou Llobet, José María a Vilá Amer, Joan;1927 - 1938;01-01-1927;-;31-12-1938;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 29 unitats documentals = 29 expedients (185 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Ricou Llobet, José María a Vilá Amer, Joan

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Ricou Llobet, José María a Vilá Amer, Joan. Contienen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2716,4/
Signatura retorn: Caixa 36, Capsa 216/";"Accés a les imatges: CDMH_PS_MAD_C2716_Exp004/
Unitat d'instal·lació provisional: 216 (1a transferència 2014)/.  .  .";;;;;;;;;;185;1012909.0001 - 1012909.0185;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12909
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12893;ANC1-886-T-12893;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Paredes Terrón, Paulino a Vicente Urbaneja, Florentino;1928 - 1938;01-01-1928;-;31-12-1938;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 29 unitats documentals = 29 expedients (145 imatges)/

LLENGÜES: Català

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Paredes Terrón, Paulino a Vicente Urbaneja, Florentino

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Paredes Terrón, Paulino a Vicente Urbaneja, Florentino. Contienen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2718,4/
Signatura retorn: Caixa 36, Capsa 218/";"Accés a les imatges: CDMH_PS_MAD_C2718_Exp004/
Unitat d'instal·lació provisional: 218 (1a transferència 2014)/.  .  .";;;;;;;;;;145;1012893.0001 - 1012893.0145;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12893
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12849;ANC1-886-T-12849;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Galcerán Soriguera, Magín a Palomés Balada, José;1928 - 1938;01-01-1928;-;31-12-1938;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 29 unitats documentals = 29 expedients (149 imatges)/

LLENGÜES: Català

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Galcerán Soriguera, Magín a Palomés Balada, José

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Galcerán Soriguera, Magín a Palomés Balada, José. Contienen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2718,3/
Signatura retorn: Caixa 36, Capsa 218/";"Accés a les imatges: CDMH_PS_MAD_C2718_Exp003/
Unitat d'instal·lació provisional: 218 (1a transferència 2014)/.  .  .";;;;;;;;;;149;1012849.0001 - 1012849.0149;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12849
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12852;ANC1-886-T-12852;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: García Azorín, Francesc a Pla Terrade, Ramón;1929 - 1938;01-01-1929;-;31-12-1938;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 31 unitats documentals = 31 expedients (201 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de García Azorín, Francesc a Pla Terrade, Ramón

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de García Azorín, Francesc a Pla Terrade, Ramón. Contienen fotografías y tarjetas de visita

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2696,3/
Signatura retorn: Caixa 34, Capsa 202/";"Accés a les imatges: CDMH_PS_MAD_C2696_Exp003/
Unitat d'instal·lació provisional: 202 (1a transferència 2014)/.  .  .";;;;;;;;;;201;1012852.0001 - 1012852.0201;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12852
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12896;ANC1-886-T-12896;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Peretó Bellera, Alfonso a Viure Puig, Alfredo;1929 - 1937;01-01-1929;-;31-12-1937;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 24 unitats documentals = 24 expedients (125 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Peretó Bellera, Alfonso a Viure Puig, Alfredo

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Peretó Bellera, Alfonso a Viure Puig, Alfredo. Contienen fotografías, tarjetas postales y tarjeta de visita

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2700,4/
Signatura retorn: Caixa 34, Capsa 206/";"Accés a les imatges: CDMH_PS_MAD_C2700_Exp004/
Unitat d'instal·lació provisional: 206 (1a transferència 2014)/.  .  .";;;;;;;;;;125;1012896.0001 - 1012896.0125;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12896
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12862;ANC1-886-T-12862;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Lamuela Mairal, Mariano a Pau Miralles, Tomás;1929 - 1937;01-01-1929;-;31-12-1937;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 24 unitats documentals = 24 expedients (125 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Lamuela Mairal, Mariano a Pau Miralles, Tomás

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados, ordenados alfabéticamente de Lamuela Mairal, Mariano a Pau Miralles, Tomás. Contienen fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2700,3/
Signatura retorn: Caixa 34, Capsa 206/";"Accés a les imatges: CDMH_PS_MAD_C2700_Exp003/
Unitat d'instal·lació provisional: 206 (1a transferència 2014)/.  .  .";;;;;;;;;;125;1012862.0001 - 1012862.0125;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12862
ANC;Arxiu Nacional de Catalunya;1;LLEI 21 DEL 2005 DE RESTITUCIÓ A LA GENERALITAT DE CATALUNYA;886;T;12723;ANC1-886-T-12723;;Unitat d'instal?lació;Expedients d'afiliats, ordenats alfabèticament, de: Aguilar Morales, Alfons a Elies Artigues, Joan;1930 - 1938;01-01-1930;-;31-12-1938;N;PS Madrid;06000000000000;CADCI - Centre Autonomista de Dependents del Comerç i de la Indústria;0030700000000000;;;;;"VOLUM: 25 unitats documentals = 25 expedients (158 imatges)/

LLENGÜES: Català/Castellà

NOTA DE PRODUCTOR [atribuït pel CDMH]: UGT. CENTRE AUTONOMISTA DE DEPENDENTS DEL COMERÇ I DE LA INDÚSTRIA DE BARCELONA (CADCI)

NOTA DE TÍTOL [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Aguilar Morales, Alfons a Elies Artigues, Joan

NOTA D'ABAST I CONTINGUT [segons PARES]: Expedientes de afiliados ordenados alfabéticamente de Aguilar Morales, Alfons a Elies Artigues, Joan. Contiene fotografías

HISTÒRIA ARXIVÍSTICA:
Signatura DNSD (documentació confiscada pels serveis de Recuperación de Documentos, la DERD): PS-MADRID,2715,2/
Signatura retorn: Caixa 36, Capsa 215/";"Accés a les imatges: CDMH_PS_MAD_C2715_Exp002/
Unitat d'instal·lació provisional: 215 (1a transferència 2014)/.  .  .";;;;;;;;;;158;1012723.0001 - 1012723.0158;26/01/2022;25/03/2023;https://arxiusenlinia.cultura.gencat.cat/#/cercabasica/detallunitat/ANC1-886-T-12723
